Entry Point,Month,Value,Year,Category,Region,Conservation Area,Visitors,Metric,English_Year,Group,Count,Type,Hotel_Type,Hotel_Count,Bed_Count,Types of Course,Details,Third Country,Indian,% Change,Gender,Age_Group,Total,Nationality,Percent
,,31108,2019,,,,,,,,,,,,,,,,,,,,,South Korea,2.5
,,6944,2020,,,,,,,,,,,,,,,,,,,,,South Korea,3.0
,,1263,2021,,,,,,,,,,,,,,,,,,,,,South Korea,0.836
,,8240,2022,,,,,,,,,,,,,,,,,,,,,South Korea,1.34
,,23743,2023,,,,,,,,,,,,,,,,,,,,,South Korea,2.34
,,27068,2024,,,,,,,,,,,,,,,,,,,,,South Korea,2.36
,,18284,2017,,,,,,,,,,,,,,,,,,,,,Malaysia,1.94
,,22833,2018,,,,,,,,,,,,,,,,,,,,,Malaysia,1.95
,,21329,2019,,,,,,,,,,,,,,,,,,,,,Malaysia,1.8
,,3460,2020,,,,,,,,,,,,,,,,,,,,,Malaysia,1.5
,,331,2021,,,,,,,,,,,,,,,,,,,,,Malaysia,0.21
,,9569,2022,,,,,,,,,,,,,,,,,,,,,Malaysia,1.56
,,18807,2023,,,,,,,,,,,,,,,,,,,,,Malaysia,1.85
,,20973,2024,,,,,,,,,,,,,,,,,,,,,Malaysia,1.83
,,25796,2016,,,,,,,,,,,,,,,,,,,,,Myanmar,3.42
,,30852,2017,,,,,,,,,,,,,,,,,,,,,Myanmar,3.3
,,41402,2018,,,,,,,,,,,,,,,,,,,,,Myanmar,3.53
,,36274,2019,,,,,,,,,,,,,,,,,,,,,Myanmar,3.0
,,20911,2020,,,,,,,,,,,,,,,,,,,,,Myanmar,9.1
,,344,2021,,,,,,,,,,,,,,,,,,,,,Myanmar,0.22
,,2427,2022,,,,,,,,,,,,,,,,,,,,,Myanmar,0.39
,,12929,2023,,,,,,,,,,,,,,,,,,,,,Myanmar,1.27
,,12910,2024,,,,,,,,,,,,,,,,,,,,,Myanmar,1.13
,,12320,2014,,,,,,,,,,,,,,,,,,,,,Netherlands,1.6
,,4324,2015,,,,,,,,,,,,,,,,,,,,,Netherlands,0.8
,,11453,2016,,,,,,,,,,,,,,,,,,,,,Netherlands,1.52
,,13393,2017,,,,,,,,,,,,,,,,,,,,,Netherlands,1.4
,,15352,2018,,,,,,,,,,,,,,,,,,,,,Netherlands,1.31
,,15034,2019,,,,,,,,,,,,,,,,,,,,,Netherlands,1.3
,,2563,2020,,,,,,,,,,,,,,,,,,,,,Netherlands,1.1
,,1303,2021,,,,,,,,,,,,,,,,,,,,,Netherlands,0.86
,,7515,2022,,,,,,,,,,,,,,,,,,,,,Netherlands,1.22
,,10718,2023,,,,,,,,,,,,,,,,,,,,,Netherlands,1.06
,,11391,2024,,,,,,,,,,,,,,,,,,,,,Netherlands,0.99
,,13110,2014,,,,,,,,,,,,,,,,,,,,,Spain,1.7
,,4307,2015,,,,,,,,,,,,,,,,,,,,,Spain,0.8
,,12255,2016,,,,,,,,,,,,,,,,,,,,,Spain,1.63
,,15953,2017,,,,,,,,,,,,,,,,,,,,,Spain,1.7
,,20214,2018,,,,,,,,,,,,,,,,,,,,,Spain,1.72
,,19383,2019,,,,,,,,,,,,,,,,,,,,,Spain,1.6
,,1625,2020,,,,,,,,,,,,,,,,,,,,,Spain,0.7
,,1151,2021,,,,,,,,,,,,,,,,,,,,,Spain,0.76
,,8349,2022,,,,,,,,,,,,,,,,,,,,,Spain,1.36
,,12393,2023,,,,,,,,,,,,,,,,,,,,,Spain,1.22
,,13968,2024,,,,,,,,,,,,,,,,,,,,,Spain,1.02
,,37546,2014,,,,,,,,,,,,,,,,,,,,,Sri Lanka,4.8
,,43117,2015,,,,,,,,,,,,,,,,,,,,,Sri Lanka,8.0
,,57521,2016,,,,,,,,,,,,,,,,,,,,,Sri Lanka,7.64
,,45361,2017,,,,,,,,,,,,,,,,,,,,,Sri Lanka,4.8
,,69640,2018,,,,,,,,,,,,,,,,,,,,,Sri Lanka,5.94
,,56316,2019,,,,,,,,,,,,,,,,,,,,,Sri Lanka,4.7
,,13328,2020,,,,,,,,,,,,,,,,,,,,,Sri Lanka,5.8
,,463,2021,,,,,,,,,,,,,,,,,,,,,Sri Lanka,0.3
,,4606,2022,,,,,,,,,,,,,,,,,,,,,Sri Lanka,0.75
,,21851,2023,,,,,,,,,,,,,,,,,,,,,Sri Lanka,2.15
,,30227,2024,,,,,,,,,,,,,,,,,,,,,Sri Lanka,2.63
,,33422,2014,,,,,,,,,,,,,,,,,,,,,Thailand,4.2
,,32338,2015,,,,,,,,,,,,,,,,,,,,,Thailand,6.0
,,26722,2016,,,,,,,,,,,,,,,,,,,,,Thailand,3.55
,,39154,2017,,,,,,,,,,,,,,,,,,,,,Thailand,4.2
,,52429,2018,,,,,,,,,,,,,,,,,,,,,Thailand,4.47
,,41660,2019,,,,,,,,,,,,,,,,,,,,,Thailand,3.5
,,20778,2020,,,,,,,,,,,,,,,,,,,,,Thailand,9.0
,,576,2021,,,,,,,,,,,,,,,,,,,,,Thailand,0.38
,,9935,2022,,,,,,,,,,,,,,,,,,,,,Thailand,1.62
,,25678,2023,,,,,,,,,,,,,,,,,,,,,Thailand,2.53
,,30746,2024,,,,,,,,,,,,,,,,,,,,,Thailand,2.68
,,49830,2014,,,,,,,,,,,,,,,,,,,,,U.S.A.,6.3
,,53897,2015,,,,,,,,,,,,,,,,,,,,,U.S.A.,10.0
,,53645,2016,,,,,,,,,,,,,,,,,,,,,U.S.A.,7.12
,,79146,2017,,,,,,,,,,,,,,,,,,,,,U.S.A.,8.4
,,91895,2018,,,,,,,,,,,,,,,,,,,,,U.S.A.,7.83
,,93241,2019,,,,,,,,,,,,,,,,,,,,,U.S.A.,7.8
,,17767,2020,,,,,,,,,,,,,,,,,,,,,U.S.A.,7.7
,,22854,2021,,,,,,,,,,,,,,,,,,,,,U.S.A.,15.13
,,77083,2022,,,,,,,,,,,,,,,,,,,,,U.S.A.,12.54
,,100355,2023,,,,,,,,,,,,,,,,,,,,,U.S.A.,9.89
,,111217,2024,,,,,,,,,,,,,,,,,,,,,U.S.A.,9.69
,,36759,2014,,,,,,,,,,,,,,,,,,,,,U.K.,4.7
,,204469,2015,,,,,,,,,,,,,,,,,,,,,U.K.,3.8
,,46295,2016,,,,,,,,,,,,,,,,,,,,,U.K.,6.15
,,51058,2017,,,,,,,,,,,,,,,,,,,,,U.K.,5.4
,,63466,2018,,,,,,,,,,,,,,,,,,,,,U.K.,5.41
,,61144,2019,,,,,,,,,,,,,,,,,,,,,U.K.,5.1
,,11762,2020,,,,,,,,,,,,,,,,,,,,,U.K.,5.1
,,8680,2021,,,,,,,,,,,,,,,,,,,,,U.K.,5.74
,,45094,2022,,,,,,,,,,,,,,,,,,,,,U.K.,7.33
,,52865,2023,,,,,,,,,,,,,,,,,,,,,U.K.,5.21
,,54765,2024,,,,,,,,,,,,,,,,,,,,,U.K.,4.77
,,218639,2014,,,,,,,,,,,,,,,,,,,,,Others,27.7
,,171688,2015,,,,,,,,,,,,,,,,,,,,,Others,31.9
,,119245,2016,,,,,,,,,,,,,,,,,,,,,Others,15.84
,,174460,2017,,,,,,,,,,,,,,,,,,,,,Others,18.6
,,214718,2018,,,,,,,,,,,,,,,,,,,,,Others,18.3
,,202589,2019,,,,,,,,,,,,,,,,,,,,,Others,17.1
,,38908,2020,,,,,,,,,,,,,,,,,,,,,Others,17.0
,,26013,2021,,,,,,,,,,,,,,,,,,,,,Others,17.23
,,114309,2022,,,,,,,,,,,,,,,,,,,,,Others,18.591
,,185199,2023,,,,,,,,,,,,,,,,,,,,,Others,18.25
,,213505,2024,,,,,,,,,,,,,,,,,,,,,Others,18.61
,,790118,2014,,,,,,,,,,,,,,,,,,,,,Total,
,,538970,2015,,,,,,,,,,,,,,,,,,,,,Total,
,,753002,2016,,,,,,,,,,,,,,,,,,,,,Total,
,,940218,2017,,,,,,,,,,,,,,,,,,,,,Total,
,,1173072,2018,,,,,,,,,,,,,,,,,,,,,Total,
,,1197191,2019,,,,,,,,,,,,,,,,,,,,,Total,
,,230085,2020,,,,,,,,,,,,,,,,,,,,,Total,
,,150962,2021,,,,,,,,,,,,,,,,,,,,,Total,
,,614869,2022,,,,,,,,,,,,,,,,,,,,,Total,
,,1014882,2023,,,,,,,,,,,,,,,,,,,,,Total,
,,1147548,2024,,,,,,,,,,,,,,,,,,,,,Total,
,Jan,3008.0,2020.0,,,,,,,,,,,,,,,,,,,,6793.0,Australia,
,Feb,2542.0,2020.0,,,,,,,,,,,,,,,,,,,,6793.0,Australia,
,Mar,1079.0,2020.0,,,,,,,,,,,,,,,,,,,,6793.0,Australia,
,Apr,2.0,2020.0,,,,,,,,,,,,,,,,,,,,6793.0,Australia,
,May,4.0,2020.0,,,,,,,,,,,,,,,,,,,,6793.0,Australia,
,Jun,2.0,2020.0,,,,,,,,,,,,,,,,,,,,6793.0,Australia,
,Jul,2.0,2020.0,,,,,,,,,,,,,,,,,,,,6793.0,Australia,
,Aug,11.0,2020.0,,,,,,,,,,,,,,,,,,,,6793.0,Australia,
,Sep,11.0,2020.0,,,,,,,,,,,,,,,,,,,,6793.0,Australia,
,Oct,49.0,2020.0,,,,,,,,,,,,,,,,,,,,6793.0,Australia,
,Nov,34.0,2020.0,,,,,,,,,,,,,,,,,,,,6793.0,Australia,
,Dec,49.0,2020.0,,,,,,,,,,,,,,,,,,,,6793.0,Australia,
,Jan,66.0,2021.0,,,,,,,,,,,,,,,,,,,,2477.0,Australia,
,Feb,37.0,2021.0,,,,,,,,,,,,,,,,,,,,2477.0,Australia,
,Mar,99.0,2021.0,,,,,,,,,,,,,,,,,,,,2477.0,Australia,
,Apr,97.0,2021.0,,,,,,,,,,,,,,,,,,,,2477.0,Australia,
,May,9.0,2021.0,,,,,,,,,,,,,,,,,,,,2477.0,Australia,
,Jun,11.0,2021.0,,,,,,,,,,,,,,,,,,,,2477.0,Australia,
,Jul,52.0,2021.0,,,,,,,,,,,,,,,,,,,,2477.0,Australia,
,Aug,64.0,2021.0,,,,,,,,,,,,,,,,,,,,2477.0,Australia,
,Sep,77.0,2021.0,,,,,,,,,,,,,,,,,,,,2477.0,Australia,
,Oct,139.0,2021.0,,,,,,,,,,,,,,,,,,,,2477.0,Australia,
,Nov,615.0,2021.0,,,,,,,,,,,,,,,,,,,,2477.0,Australia,
,Dec,1211.0,2021.0,,,,,,,,,,,,,,,,,,,,2477.0,Australia,
,Jan,1213.0,2022.0,,,,,,,,,,,,,,,,,,,,26894.0,Australia,
,Feb,1053.0,2022.0,,,,,,,,,,,,,,,,,,,,26894.0,Australia,
,Mar,1450.0,2022.0,,,,,,,,,,,,,,,,,,,,26894.0,Australia,
,Apr,2747.0,2022.0,,,,,,,,,,,,,,,,,,,,26894.0,Australia,
,May,1618.0,2022.0,,,,,,,,,,,,,,,,,,,,26894.0,Australia,
,Jun,1482.0,2022.0,,,,,,,,,,,,,,,,,,,,26894.0,Australia,
,Jul,1148.0,2022.0,,,,,,,,,,,,,,,,,,,,26894.0,Australia,
,Aug,1210.0,2022.0,,,,,,,,,,,,,,,,,,,,26894.0,Australia,
,Sep,4370.0,2022.0,,,,,,,,,,,,,,,,,,,,26894.0,Australia,
,Oct,3946.0,2022.0,,,,,,,,,,,,,,,,,,,,26894.0,Australia,
,Nov,3375.0,2022.0,,,,,,,,,,,,,,,,,,,,26894.0,Australia,
,Dec,3282.0,2022.0,,,,,,,,,,,,,,,,,,,,26894.0,Australia,
,Jan,3441.0,2023.0,,,,,,,,,,,,,,,,,,,,38798.0,Australia,
,Feb,2969.0,2023.0,,,,,,,,,,,,,,,,,,,,38798.0,Australia,
,Mar,3635.0,2023.0,,,,,,,,,,,,,,,,,,,,38798.0,Australia,
,Apr,3828.0,2023.0,,,,,,,,,,,,,,,,,,,,38798.0,Australia,
,May,2184.0,2023.0,,,,,,,,,,,,,,,,,,,,38798.0,Australia,
,Jun,1639.0,2023.0,,,,,,,,,,,,,,,,,,,,38798.0,Australia,
,Jul,1102.0,2023.0,,,,,,,,,,,,,,,,,,,,38798.0,Australia,
,Aug,1347.0,2023.0,,,,,,,,,,,,,,,,,,,,38798.0,Australia,
,Sep,3685.0,2023.0,,,,,,,,,,,,,,,,,,,,38798.0,Australia,
,Oct,6075.0,2023.0,,,,,,,,,,,,,,,,,,,,38798.0,Australia,
,Nov,5060.0,2023.0,,,,,,,,,,,,,,,,,,,,38798.0,Australia,
,Dec,3834.0,2023.0,,,,,,,,,,,,,,,,,,,,38798.0,Australia,
,Jan,3421.0,2024.0,,,,,,,,,,,,,,,,,,,,43978.0,Australia,
,Feb,2976.0,2024.0,,,,,,,,,,,,,,,,,,,,43978.0,Australia,
,Mar,4345.0,2024.0,,,,,,,,,,,,,,,,,,,,43978.0,Australia,
,Apr,4110.0,2024.0,,,,,,,,,,,,,,,,,,,,43978.0,Australia,
,May,2194.0,2024.0,,,,,,,,,,,,,,,,,,,,43978.0,Australia,
,Jun,1589.0,2024.0,,,,,,,,,,,,,,,,,,,,43978.0,Australia,
,Jul,1901.0,2024.0,,,,,,,,,,,,,,,,,,,,43978.0,Australia,
,Aug,1763.0,2024.0,,,,,,,,,,,,,,,,,,,,43978.0,Australia,
,Sep,5036.0,2024.0,,,,,,,,,,,,,,,,,,,,43978.0,Australia,
,Oct,6929.0,2024.0,,,,,,,,,,,,,,,,,,,,43978.0,Australia,
,Nov,4829.0,2024.0,,,,,,,,,,,,,,,,,,,,43978.0,Australia,
,Dec,4885.0,2024.0,,,,,,,,,,,,,,,,,,,,43978.0,Australia,
,Jan,2285.0,2020.0,,,,,,,,,,,,,,,,,,,,4917.0,Bangladesh,
,Feb,2209.0,2020.0,,,,,,,,,,,,,,,,,,,,4917.0,Bangladesh,
,Mar,374.0,2020.0,,,,,,,,,,,,,,,,,,,,4917.0,Bangladesh,
,Apr,0.0,2020.0,,,,,,,,,,,,,,,,,,,,4917.0,Bangladesh,
,May,2.0,2020.0,,,,,,,,,,,,,,,,,,,,4917.0,Bangladesh,
,Jun,2.0,2020.0,,,,,,,,,,,,,,,,,,,,4917.0,Bangladesh,
,Jul,2.0,2020.0,,,,,,,,,,,,,,,,,,,,4917.0,Bangladesh,
,Aug,1.0,2020.0,,,,,,,,,,,,,,,,,,,,4917.0,Bangladesh,
,Sep,8.0,2020.0,,,,,,,,,,,,,,,,,,,,4917.0,Bangladesh,
,Oct,5.0,2020.0,,,,,,,,,,,,,,,,,,,,4917.0,Bangladesh,
,Nov,18.0,2020.0,,,,,,,,,,,,,,,,,,,,4917.0,Bangladesh,
,Dec,11.0,2020.0,,,,,,,,,,,,,,,,,,,,4917.0,Bangladesh,
,Jan,27.0,2021.0,,,,,,,,,,,,,,,,,,,,5044.0,Bangladesh,
,Feb,156.0,2021.0,,,,,,,,,,,,,,,,,,,,5044.0,Bangladesh,
,Mar,567.0,2021.0,,,,,,,,,,,,,,,,,,,,5044.0,Bangladesh,
,Apr,162.0,2021.0,,,,,,,,,,,,,,,,,,,,5044.0,Bangladesh,
,May,6.0,2021.0,,,,,,,,,,,,,,,,,,,,5044.0,Bangladesh,
,Jun,0.0,2021.0,,,,,,,,,,,,,,,,,,,,5044.0,Bangladesh,
,Jul,8.0,2021.0,,,,,,,,,,,,,,,,,,,,5044.0,Bangladesh,
,Aug,31.0,2021.0,,,,,,,,,,,,,,,,,,,,5044.0,Bangladesh,
,Sep,62.0,2021.0,,,,,,,,,,,,,,,,,,,,5044.0,Bangladesh,
,Oct,481.0,2021.0,,,,,,,,,,,,,,,,,,,,5044.0,Bangladesh,
,Nov,1382.0,2021.0,,,,,,,,,,,,,,,,,,,,5044.0,Bangladesh,
,Dec,2162.0,2021.0,,,,,,,,,,,,,,,,,,,,5044.0,Bangladesh,
,Jan,1236.0,2022.0,,,,,,,,,,,,,,,,,,,,25383.0,Bangladesh,
,Feb,888.0,2022.0,,,,,,,,,,,,,,,,,,,,25383.0,Bangladesh,
,Mar,2152.0,2022.0,,,,,,,,,,,,,,,,,,,,25383.0,Bangladesh,
,Apr,1583.0,2022.0,,,,,,,,,,,,,,,,,,,,25383.0,Bangladesh,
,May,3268.0,2022.0,,,,,,,,,,,,,,,,,,,,25383.0,Bangladesh,
,Jun,2058.0,2022.0,,,,,,,,,,,,,,,,,,,,25383.0,Bangladesh,
,Jul,1874.0,2022.0,,,,,,,,,,,,,,,,,,,,25383.0,Bangladesh,
,Aug,1751.0,2022.0,,,,,,,,,,,,,,,,,,,,25383.0,Bangladesh,
,Sep,2312.0,2022.0,,,,,,,,,,,,,,,,,,,,25383.0,Bangladesh,
,Oct,2720.0,2022.0,,,,,,,,,,,,,,,,,,,,25383.0,Bangladesh,
,Nov,2218.0,2022.0,,,,,,,,,,,,,,,,,,,,25383.0,Bangladesh,
,Dec,3323.0,2022.0,,,,,,,,,,,,,,,,,,,,25383.0,Bangladesh,
,Jan,2468.0,2023.0,,,,,,,,,,,,,,,,,,,,36483.0,Bangladesh,
,Feb,1907.0,2023.0,,,,,,,,,,,,,,,,,,,,36483.0,Bangladesh,
,Mar,2466.0,2023.0,,,,,,,,,,,,,,,,,,,,36483.0,Bangladesh,
,Apr,2217.0,2023.0,,,,,,,,,,,,,,,,,,,,36483.0,Bangladesh,
,May,2164.0,2023.0,,,,,,,,,,,,,,,,,,,,36483.0,Bangladesh,
,Jun,2402.0,2023.0,,,,,,,,,,,,,,,,,,,,36483.0,Bangladesh,
,Jul,2694.0,2023.0,,,,,,,,,,,,,,,,,,,,36483.0,Bangladesh,
,Aug,3190.0,2023.0,,,,,,,,,,,,,,,,,,,,36483.0,Bangladesh,
,Sep,3716.0,2023.0,,,,,,,,,,,,,,,,,,,,36483.0,Bangladesh,
,Oct,4292.0,2023.0,,,,,,,,,,,,,,,,,,,,36483.0,Bangladesh,
,Nov,3761.0,2023.0,,,,,,,,,,,,,,,,,,,,36483.0,Bangladesh,
,Dec,5206.0,2023.0,,,,,,,,,,,,,,,,,,,,36483.0,Bangladesh,
,Jan,3629.0,2024.0,,,,,,,,,,,,,,,,,,,,48849.0,Bangladesh,
,Feb,4099.0,2024.0,,,,,,,,,,,,,,,,,,,,48849.0,Bangladesh,
,Mar,2946.0,2024.0,,,,,,,,,,,,,,,,,,,,48849.0,Bangladesh,
,Apr,4003.0,2024.0,,,,,,,,,,,,,,,,,,,,48849.0,Bangladesh,
,May,3458.0,2024.0,,,,,,,,,,,,,,,,,,,,48849.0,Bangladesh,
,Jun,3857.0,2024.0,,,,,,,,,,,,,,,,,,,,48849.0,Bangladesh,
,Jul,3470.0,2024.0,,,,,,,,,,,,,,,,,,,,48849.0,Bangladesh,
,Aug,3077.0,2024.0,,,,,,,,,,,,,,,,,,,,48849.0,Bangladesh,
,Sep,4103.0,2024.0,,,,,,,,,,,,,,,,,,,,48849.0,Bangladesh,
,Oct,4477.0,2024.0,,,,,,,,,,,,,,,,,,,,48849.0,Bangladesh,
,Nov,5148.0,2024.0,,,,,,,,,,,,,,,,,,,,48849.0,Bangladesh,
,Dec,6582.0,2024.0,,,,,,,,,,,,,,,,,,,,48849.0,Bangladesh,
,Jan,965.0,2020.0,,,,,,,,,,,,,,,,,,,,3102.0,Canada,
,Feb,1237.0,2020.0,,,,,,,,,,,,,,,,,,,,3102.0,Canada,
,Mar,680.0,2020.0,,,,,,,,,,,,,,,,,,,,3102.0,Canada,
,Apr,0.0,2020.0,,,,,,,,,,,,,,,,,,,,3102.0,Canada,
,May,2.0,2020.0,,,,,,,,,,,,,,,,,,,,3102.0,Canada,
,Jun,5.0,2020.0,,,,,,,,,,,,,,,,,,,,3102.0,Canada,
,Jul,4.0,2020.0,,,,,,,,,,,,,,,,,,,,3102.0,Canada,
,Aug,10.0,2020.0,,,,,,,,,,,,,,,,,,,,3102.0,Canada,
,Sep,9.0,2020.0,,,,,,,,,,,,,,,,,,,,3102.0,Canada,
,Oct,46.0,2020.0,,,,,,,,,,,,,,,,,,,,3102.0,Canada,
,Nov,58.0,2020.0,,,,,,,,,,,,,,,,,,,,3102.0,Canada,
,Dec,86.0,2020.0,,,,,,,,,,,,,,,,,,,,3102.0,Canada,
,Jan,96.0,2021.0,,,,,,,,,,,,,,,,,,,,2438.0,Canada,
,Feb,116.0,2021.0,,,,,,,,,,,,,,,,,,,,2438.0,Canada,
,Mar,127.0,2021.0,,,,,,,,,,,,,,,,,,,,2438.0,Canada,
,Apr,183.0,2021.0,,,,,,,,,,,,,,,,,,,,2438.0,Canada,
,May,24.0,2021.0,,,,,,,,,,,,,,,,,,,,2438.0,Canada,
,Jun,14.0,2021.0,,,,,,,,,,,,,,,,,,,,2438.0,Canada,
,Jul,79.0,2021.0,,,,,,,,,,,,,,,,,,,,2438.0,Canada,
,Aug,145.0,2021.0,,,,,,,,,,,,,,,,,,,,2438.0,Canada,
,Sep,261.0,2021.0,,,,,,,,,,,,,,,,,,,,2438.0,Canada,
,Oct,563.0,2021.0,,,,,,,,,,,,,,,,,,,,2438.0,Canada,
,Nov,479.0,2021.0,,,,,,,,,,,,,,,,,,,,2438.0,Canada,
,Dec,351.0,2021.0,,,,,,,,,,,,,,,,,,,,2438.0,Canada,
,Jan,361.0,2022.0,,,,,,,,,,,,,,,,,,,,9755.0,Canada,
,Feb,420.0,2022.0,,,,,,,,,,,,,,,,,,,,9755.0,Canada,
,Mar,753.0,2022.0,,,,,,,,,,,,,,,,,,,,9755.0,Canada,
,Apr,1065.0,2022.0,,,,,,,,,,,,,,,,,,,,9755.0,Canada,
,May,764.0,2022.0,,,,,,,,,,,,,,,,,,,,9755.0,Canada,
,Jun,630.0,2022.0,,,,,,,,,,,,,,,,,,,,9755.0,Canada,
,Jul,616.0,2022.0,,,,,,,,,,,,,,,,,,,,9755.0,Canada,
,Aug,552.0,2022.0,,,,,,,,,,,,,,,,,,,,9755.0,Canada,
,Sep,1078.0,2022.0,,,,,,,,,,,,,,,,,,,,9755.0,Canada,
,Oct,1682.0,2022.0,,,,,,,,,,,,,,,,,,,,9755.0,Canada,
,Nov,1184.0,2022.0,,,,,,,,,,,,,,,,,,,,9755.0,Canada,
,Dec,650.0,2022.0,,,,,,,,,,,,,,,,,,,,9755.0,Canada,
,Jan,1001.0,2023.0,,,,,,,,,,,,,,,,,,,,14690.0,Canada,
,Feb,1369.0,2023.0,,,,,,,,,,,,,,,,,,,,14690.0,Canada,
,Mar,1708.0,2023.0,,,,,,,,,,,,,,,,,,,,14690.0,Canada,
,Apr,1672.0,2023.0,,,,,,,,,,,,,,,,,,,,14690.0,Canada,
,May,1031.0,2023.0,,,,,,,,,,,,,,,,,,,,14690.0,Canada,
,Jun,593.0,2023.0,,,,,,,,,,,,,,,,,,,,14690.0,Canada,
,Jul,653.0,2023.0,,,,,,,,,,,,,,,,,,,,14690.0,Canada,
,Aug,640.0,2023.0,,,,,,,,,,,,,,,,,,,,14690.0,Canada,
,Sep,1109.0,2023.0,,,,,,,,,,,,,,,,,,,,14690.0,Canada,
,Oct,2442.0,2023.0,,,,,,,,,,,,,,,,,,,,14690.0,Canada,
,Nov,1570.0,2023.0,,,,,,,,,,,,,,,,,,,,14690.0,Canada,
,Dec,902.0,2023.0,,,,,,,,,,,,,,,,,,,,14690.0,Canada,
,Jan,929.0,2024.0,,,,,,,,,,,,,,,,,,,,16073.0,Canada,
,Feb,1358.0,2024.0,,,,,,,,,,,,,,,,,,,,16073.0,Canada,
,Mar,1851.0,2024.0,,,,,,,,,,,,,,,,,,,,16073.0,Canada,
,Apr,1637.0,2024.0,,,,,,,,,,,,,,,,,,,,16073.0,Canada,
,May,1014.0,2024.0,,,,,,,,,,,,,,,,,,,,16073.0,Canada,
,Jun,666.0,2024.0,,,,,,,,,,,,,,,,,,,,16073.0,Canada,
,Jul,1004.0,2024.0,,,,,,,,,,,,,,,,,,,,16073.0,Canada,
,Aug,753.0,2024.0,,,,,,,,,,,,,,,,,,,,16073.0,Canada,
,Sep,1465.0,2024.0,,,,,,,,,,,,,,,,,,,,16073.0,Canada,
,Oct,2464.0,2024.0,,,,,,,,,,,,,,,,,,,,16073.0,Canada,
,Nov,1984.0,2024.0,,,,,,,,,,,,,,,,,,,,16073.0,Canada,
,Dec,948.0,2024.0,,,,,,,,,,,,,,,,,,,,16073.0,Canada,
,Jan,13329.0,2020.0,,,,,,,,,,,,,,,,,,,,19257.0,China,
,Feb,3429.0,2020.0,,,,,,,,,,,,,,,,,,,,19257.0,China,
,Mar,1653.0,2020.0,,,,,,,,,,,,,,,,,,,,19257.0,China,
,Apr,0.0,2020.0,,,,,,,,,,,,,,,,,,,,19257.0,China,
,May,0.0,2020.0,,,,,,,,,,,,,,,,,,,,19257.0,China,
,Jun,0.0,2020.0,,,,,,,,,,,,,,,,,,,,19257.0,China,
,Jul,0.0,2020.0,,,,,,,,,,,,,,,,,,,,19257.0,China,
,Aug,1.0,2020.0,,,,,,,,,,,,,,,,,,,,19257.0,China,
,Sep,56.0,2020.0,,,,,,,,,,,,,,,,,,,,19257.0,China,
,Oct,115.0,2020.0,,,,,,,,,,,,,,,,,,,,19257.0,China,
,Nov,209.0,2020.0,,,,,,,,,,,,,,,,,,,,19257.0,China,
,Dec,465.0,2020.0,,,,,,,,,,,,,,,,,,,,19257.0,China,
,Jan,1876.0,2021.0,,,,,,,,,,,,,,,,,,,,6198.0,China,
,Feb,708.0,2021.0,,,,,,,,,,,,,,,,,,,,6198.0,China,
,Mar,1207.0,2021.0,,,,,,,,,,,,,,,,,,,,6198.0,China,
,Apr,803.0,2021.0,,,,,,,,,,,,,,,,,,,,6198.0,China,
,May,78.0,2021.0,,,,,,,,,,,,,,,,,,,,6198.0,China,
,Jun,38.0,2021.0,,,,,,,,,,,,,,,,,,,,6198.0,China,
,Jul,50.0,2021.0,,,,,,,,,,,,,,,,,,,,6198.0,China,
,Aug,256.0,2021.0,,,,,,,,,,,,,,,,,,,,6198.0,China,
,Sep,233.0,2021.0,,,,,,,,,,,,,,,,,,,,6198.0,China,
,Oct,308.0,2021.0,,,,,,,,,,,,,,,,,,,,6198.0,China,
,Nov,363.0,2021.0,,,,,,,,,,,,,,,,,,,,6198.0,China,
,Dec,278.0,2021.0,,,,,,,,,,,,,,,,,,,,6198.0,China,
,Jan,320.0,2022.0,,,,,,,,,,,,,,,,,,,,9599.0,China,
,Feb,206.0,2022.0,,,,,,,,,,,,,,,,,,,,9599.0,China,
,Mar,434.0,2022.0,,,,,,,,,,,,,,,,,,,,9599.0,China,
,Apr,350.0,2022.0,,,,,,,,,,,,,,,,,,,,9599.0,China,
,May,391.0,2022.0,,,,,,,,,,,,,,,,,,,,9599.0,China,
,Jun,450.0,2022.0,,,,,,,,,,,,,,,,,,,,9599.0,China,
,Jul,1595.0,2022.0,,,,,,,,,,,,,,,,,,,,9599.0,China,
,Aug,1288.0,2022.0,,,,,,,,,,,,,,,,,,,,9599.0,China,
,Sep,1332.0,2022.0,,,,,,,,,,,,,,,,,,,,9599.0,China,
,Oct,946.0,2022.0,,,,,,,,,,,,,,,,,,,,9599.0,China,
,Nov,1038.0,2022.0,,,,,,,,,,,,,,,,,,,,9599.0,China,
,Dec,1249.0,2022.0,,,,,,,,,,,,,,,,,,,,9599.0,China,
,Jan,1435.0,2023.0,,,,,,,,,,,,,,,,,,,,60878.0,China,
,Feb,2266.0,2023.0,,,,,,,,,,,,,,,,,,,,60878.0,China,
,Mar,2635.0,2023.0,,,,,,,,,,,,,,,,,,,,60878.0,China,
,Apr,4771.0,2023.0,,,,,,,,,,,,,,,,,,,,60878.0,China,
,May,4667.0,2023.0,,,,,,,,,,,,,,,,,,,,60878.0,China,
,Jun,4343.0,2023.0,,,,,,,,,,,,,,,,,,,,60878.0,China,
,Jul,5695.0,2023.0,,,,,,,,,,,,,,,,,,,,60878.0,China,
